,genres,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,movie_title,plot_keywords,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,title_year,imdb_score
3952,Comedy|Family|Romance,Comedy,Family,Romance,,,,,,Sonny with a Chance            ,cafeteria|female protagonist|rival|teenage girl|teenager,cafeteria,female protagonist,rival,teenage girl,teenager,English,USA,NA,6.1
3953,Biography|Drama,Biography,Drama,,,,,,,The Last Time I Committed Suicide,1940s|female bare foot|picket fence|tire|vomiting,1940s,female bare foot,picket fence,tire,vomiting,English,USA,1997,5.8
3954,Drama,Drama,,,,,,,,Futuro Beach,gay|male frontal nudity|male nudity|male rear nudity|nudity,gay,male frontal nudity,male nudity,male rear nudity,nudity,Portuguese,Brazil,2014,6.1
3955,Comedy|Drama,Comedy,Drama,,,,,,,Another Happy Day,countryside|marriage|maryland|usa|wedding,countryside,marriage,maryland,usa,wedding,English,USA,2011,6
3956,Action|Adventure|Crime|Thriller,Action,Adventure,Crime,Thriller,,,,,A Lonely Place to Die,kidnapper|mountaineering|scotland|scottish highlands|sniper,kidnapper,mountaineering,scotland,scottish highlands,sniper,English,UK,2011,6.3
3957,Comedy|Fantasy,Comedy,Fantasy,,,,,,,Nothing,imagination|one word title|part animation|surrealism|virtual reality,imagination,one word title,part animation,surrealism,virtual reality,English,Canada,2003,6.3
3958,Adventure|Drama,Adventure,Drama,,,,,,,The Geographer Drank His Globe Away,rafting|russia|school|student|teacher,rafting,russia,school,student,teacher,Russian,Russia,2013,7.5
3959,Drama|Family|History|Musical,Drama,Family,History,Musical,,,,,1776,continental congress|debate|declaration of independence|massachusetts|pennsylvania,continental congress,debate,declaration of independence,massachusetts,pennsylvania,English,USA,1972,7.6
3960,Drama|Mystery|Romance|Thriller,Drama,Mystery,Romance,Thriller,,,,,Inescapable,,,,,,,English,Canada,2012,5.2
3961,Drama|War,Drama,War,,,,,,,Hell's Angels,bomb|bombing mission|munitions|oxford|royal flying corps,bomb,bombing mission,munitions,oxford,royal flying corps,English,USA,1930,7.8
3962,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Purple Violets,directed by star|written and directed by cast member,directed by star,written and directed by cast member,,,,English,USA,2007,6.6
3963,Horror,Horror,,,,,,,,The Veil,documentary crew|mass suicide|survivor|tied feet|tied up while barefoot,documentary crew,mass suicide,survivor,tied feet,tied up while barefoot,English,USA,2016,4.7
3964,Horror|Thriller,Horror,Thriller,,,,,,,The Loved Ones,escape|high school|high school prom|prom|prom king,escape,high school,high school prom,prom,prom king,English,Australia,2009,6.7
3965,Horror,Horror,,,,,,,,No Vacancy,motel|psychopath|psychopathic killer|road trip|vomiting,motel,psychopath,psychopathic killer,road trip,vomiting,English,USA,2012,4.2
3966,Comedy|Romance,Comedy,Romance,,,,,,,How to Fall in Love,,,,,,,English,USA,2012,6.3
3967,Adventure|Biography|Drama|Romance,Adventure,Biography,Drama,Romance,,,,,The Perfect Wave,boyfriend girlfriend relationship|friend|praying|surfing|wave,boyfriend girlfriend relationship,friend,praying,surfing,wave,English,South Africa,2014,4.7
3968,Adventure|Drama|History,Adventure,Drama,History,,,,,,Ben-Hur,chariot race|epic|false accusation|jerusalem|slave,chariot race,epic,false accusation,jerusalem,slave,English,USA,2016,6
3969,Biography|Drama|History,Biography,Drama,History,,,,,,A Man for All Seasons,catholic|chancellor|divorce|king henry viii|thomas more,catholic,chancellor,divorce,king henry viii,thomas more,English,UK,1966,7.9
3970,Drama|Romance,Drama,Romance,,,,,,,Network,media|monologue|television|television network|television news,media,monologue,television,television network,television news,English,USA,1976,8.1
3971,Drama|History|Romance|War,Drama,History,Romance,War,,,,,Gone with the Wind,battle of the sexes|gallantry|honesty|indifference|scandal,battle of the sexes,gallantry,honesty,indifference,scandal,English,USA,1939,8.2
3972,Biography|Drama,Biography,Drama,,,,,,,Desert Dancer,dance|dancer|dancing|desert|iran,dance,dancer,dancing,desert,iran,English,UK,2014,6
3973,Adventure|War|Western,Adventure,War,Western,,,,,,Major Dundee,apache|apache indian|confederate|mexico|scout,apache,apache indian,confederate,mexico,scout,English,USA,1965,6.8
3974,Drama,Drama,,,,,,,,Down for Life,latina|south central los angeles,latina,south central los angeles,,,,English,USA,2009,7.3
3975,Biography|Comedy|Musical|Romance|Western,Biography,Comedy,Musical,Romance,Western,,,,Annie Get Your Gun,girl|gun|love|sharpshooter|the end,girl,gun,love,sharpshooter,the end,English,USA,1950,7
3976,Comedy|Crime|Drama,Comedy,Crime,Drama,,,,,,Four Lions,accidental shooting|bird|crow|exploding animal|muslim,accidental shooting,bird,crow,exploding animal,muslim,English,UK,2010,7.3
3977,Drama,Drama,,,,,,,,House of Sand,1910s|desert|dunes|goat|slave,1910s,desert,dunes,goat,slave,Portuguese,Brazil,2005,7.5
3978,Comedy|Crime|Drama,Comedy,Crime,Drama,,,,,,Defendor,gun running|organized crime|pimp|superhero|vigilante,gun running,organized crime,pimp,superhero,vigilante,English,Canada,2009,6.8
3979,Adventure|Comedy|Musical|Romance,Adventure,Comedy,Musical,Romance,,,,,The Pirate,hoop|horseback riding|love|pirate|singer,hoop,horseback riding,love,pirate,singer,English,USA,1948,7.1
3980,Drama,Drama,,,,,,,,The Good Heart,bar|bartender|death|heart attack|mentor protege relationship,bar,bartender,death,heart attack,mentor protege relationship,English,Iceland,2009,6.9
3981,Comedy|Drama,Comedy,Drama,,,,,,,The History Boys,gay|headmaster|oxford|school|teacher,gay,headmaster,oxford,school,teacher,English,UK,2006,6.9
3982,Action|Mystery|Thriller,Action,Mystery,Thriller,,,,,,Unknown,agriculture|airport|amnesia|nurse|scientist,agriculture,airport,amnesia,nurse,scientist,English,UK,2011,6.9
3983,Comedy|Drama|War,Comedy,Drama,War,,,,,,M*A*S*H            ,colonel|doctor|korean war|major|nurse,colonel,doctor,korean war,major,nurse,English,USA,NA,8.4
3984,Drama,Drama,,,,,,,,Midnight Cowboy,gay|homosexual|homosexuality|hustler|male rear nudity,gay,homosexual,homosexuality,hustler,male rear nudity,English,USA,1969,7.9
3985,Comedy|Drama|Music,Comedy,Drama,Music,,,,,,The Full Monty,dole|male stripper|northern england|steel worker|unemployment,dole,male stripper,northern england,steel worker,unemployment,English,UK,1997,7.2
3986,Comedy,Comedy,,,,,,,,Airplane!,air traffic controller|airplane|airport|pilot|spoof,air traffic controller,airplane,airport,pilot,spoof,English,USA,1980,7.8
3987,Action|Thriller,Action,Thriller,,,,,,,Chain of Command,army|michael jai white|ohio|steve austin,army,michael jai white,ohio,steve austin,,English,USA,2015,3.5
3988,Comedy|Drama,Comedy,Drama,,,,,,,Friday,bully|drug dealer|first part|neighbor|neighborhood,bully,drug dealer,first part,neighbor,neighborhood,English,USA,1995,7.3
3989,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,Menace II Society,1990s|escape|graduation|hustler|street,1990s,escape,graduation,hustler,street,English,USA,1993,7.5
3990,Drama|Music,Drama,Music,,,,,,,Empire            ,music business|new york city|record executive|record label|singer,music business,new york city,record executive,record label,singer,English,USA,NA,7.8
3991,Comedy|Fantasy|Horror|Thriller,Comedy,Fantasy,Horror,Thriller,,,,,Creepshow 2,anthology|hit and run|hit by a car|living statue|melting woman,anthology,hit and run,hit by a car,living statue,melting woman,English,USA,1987,6
3992,Comedy|Drama|Romance|Western,Comedy,Drama,Romance,Western,,,,,The Ballad of Cable Hogue,desert|partner|prostitute|stagecoach|water,desert,partner,prostitute,stagecoach,water,English,USA,1970,7.3
3993,Biography|Crime|Drama|History,Biography,Crime,Drama,History,,,,,In Cold Blood,homoeroticism|kansas|murder|police|robbery,homoeroticism,kansas,murder,police,robbery,English,USA,1967,8
3994,Drama,Drama,,,,,,,,The Nun's Story,belgium|congo|convent|nun|nurse,belgium,congo,convent,nun,nurse,English,USA,1959,7.6
3995,Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,Harper,kidnapping|los angeles california|neo noir|private detective|ransom,kidnapping,los angeles california,neo noir,private detective,ransom,English,USA,1966,7
3996,Thriller,Thriller,,,,,,,,Frenzy,penknife|police|rape|serial killer|united kingdom,penknife,police,rape,serial killer,united kingdom,English,UK,1972,7.5
3997,Horror|Mystery,Horror,Mystery,,,,,,,The Witch,black magic|goat|isolation|naked woman|witch,black magic,goat,isolation,naked woman,witch,English,USA,2015,6.8
3998,Comedy,Comedy,,,,,,,,I Got the Hook Up,friend|obscenity|scam|vacant lot|van,friend,obscenity,scam,vacant lot,van,English,USA,1998,3.9
3999,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,She's the One,claim in title|infidelity|irish american|love|sex,claim in title,infidelity,irish american,love,sex,English,USA,1996,6.1
4000,Biography|Drama,Biography,Drama,,,,,,,Gods and Monsters,friendship|gardener|gay interest|homosexual|memory,friendship,gardener,gay interest,homosexual,memory,English,USA,1998,7.5
4001,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,The Secret in Their Eyes,investigation|justice|murder|suspect|tension,investigation,justice,murder,suspect,tension,Spanish,Argentina,2009,8.2
4002,Horror,Horror,,,,,,,,Day of the Dead,bunker|experiment|military|research|scientist,bunker,experiment,military,research,scientist,English,USA,1985,7.2
4003,Horror|Thriller,Horror,Thriller,,,,,,,Train,blood splatter|heart ripped out|jock strap|train|vomiting,blood splatter,heart ripped out,jock strap,train,vomiting,English,USA,2008,4.8
4004,Comedy|Fantasy|Horror|Thriller,Comedy,Fantasy,Horror,Thriller,,,,,Evil Dead II,cabin|cabin in the woods|demon|evil dead|woods,cabin,cabin in the woods,demon,evil dead,woods,English,USA,1987,7.8
4005,Action|Adventure|Comedy|Musical,Action,Adventure,Comedy,Musical,,,,,Pootie Tang,based on sketch comedy|corporation|cult film|evil corporation|sex,based on sketch comedy,corporation,cult film,evil corporation,sex,English,USA,2001,5.2
4006,Horror,Horror,,,,,,,,Sharknado,cult film|hurricane|school bus|shark|shark feature,cult film,hurricane,school bus,shark,shark feature,English,USA,2013,3.3
4007,Drama|History,Drama,History,,,,,,,La otra conquista,1520s|aztec|indian|spanish colonization|spanish conquest,1520s,aztec,indian,spanish colonization,spanish conquest,Spanish,Mexico,1998,6.8
4008,Comedy|Drama|Fantasy|Horror,Comedy,Drama,Fantasy,Horror,,,,,Trollhunter,bear|cameraman|hunter|secret government agency|troll,bear,cameraman,hunter,secret government agency,troll,Norwegian,Norway,2010,7
4009,Comedy|Romance,Comedy,Romance,,,,,,,Ira & Abby,erectile dysfunction|mugger|mugging|subway robbery|therapy,erectile dysfunction,mugger,mugging,subway robbery,therapy,English,USA,2006,6.5
4010,Action|Comedy|Sci-Fi,Action,Comedy,Sci-Fi,,,,,,The Watch,alien|escape|manager|neighborhood watch|ohio,alien,escape,manager,neighborhood watch,ohio,English,USA,2012,5.7
4011,Comedy|Drama,Comedy,Drama,,,,,,,Winter Passing,love|michigan|musician|novelist|student,love,michigan,musician,novelist,student,English,USA,2005,6.4
4012,Action|Comedy|Romance,Action,Comedy,Romance,,,,,,D.E.B.S.,1959 cadillac|diamonds|female villain|force field|voyeurism,1959 cadillac,diamonds,female villain,force field,voyeurism,English,USA,2004,5.3
4013,Action|Biography|Crime|Drama|Family|Fantasy,Action,Biography,Crime,Drama,Family,Fantasy,,,The Masked Saint,,,,,,,English,Canada,2016,4.7
4014,Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,The Betrayed,blood splatter|ski mask|stolen money|vomiting|warehouse,blood splatter,ski mask,stolen money,vomiting,warehouse,English,USA,2008,6.1
4015,Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,Taxman,bar|box office flop|dance|one word title|voice over narration,bar,box office flop,dance,one word title,voice over narration,English,USA,1998,5.5
4016,Drama|Thriller,Drama,Thriller,,,,,,,The Secret            ,adultery|baptist church|dentist|double murder|tv mini series,adultery,baptist church,dentist,double murder,tv mini series,English,UK,NA,7.3
4017,Horror|Thriller,Horror,Thriller,,,,,,,2:13,death|forensic|murder|profiler|serial killer,death,forensic,murder,profiler,serial killer,English,USA,2009,4.8
4018,Action|Animation|Crime|Sci-Fi|Thriller,Action,Animation,Crime,Sci-Fi,Thriller,,,,"Batman: The Dark Knight Returns, Part 2",batman|joker|mutant|tattoo on breast|the joker,batman,joker,mutant,tattoo on breast,the joker,English,USA,2013,8.4
4019,Documentary,Documentary,,,,,,,,Time to Choose,,,,,,,English,USA,2015,7
4020,Action|Adventure|Fantasy|Thriller,Action,Adventure,Fantasy,Thriller,,,,,In the Name of the King: The Last Job,castle|dragon|kidnapping|satire|sword and sorcery,castle,dragon,kidnapping,satire,sword and sorcery,English,Canada,2014,3.3
4021,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,Wicked Blood,chess|drugs|love|meth|pawn,chess,drugs,love,meth,pawn,English,USA,2014,5.4
4022,Drama|Thriller,Drama,Thriller,,,,,,,Dawn Patrol,desert|held at gunpoint|marine|revenge|sex on table,desert,held at gunpoint,marine,revenge,sex on table,English,,2014,4.8
4023,Crime|Mystery|Thriller,Crime,Mystery,Thriller,,,,,,Lords of London,gang leader|italian woman|period piece|purgatory|suicide,gang leader,italian woman,period piece,purgatory,suicide,English,UK,2014,3.1
4024,Comedy,Comedy,,,,,,,,High Anxiety,belldon's hysteria|high anxiety|hitchcockian|murder|parody,belldon's hysteria,high anxiety,hitchcockian,murder,parody,English,USA,1977,6.7
4025,Documentary,Documentary,,,,,,,,March of the Penguins,chick|emperor penguin|journey|ocean|penguin,chick,emperor penguin,journey,ocean,penguin,French,France,2005,7.6
4026,Biography|Drama|Thriller,Biography,Drama,Thriller,,,,,,Margin Call,capital management|financial crisis|financial disaster|investment fraud|management,capital management,financial crisis,financial disaster,investment fraud,management,English,USA,2011,7.1
4027,Drama|Romance,Drama,Romance,,,,,,,August,apartment|gay parent|job interview|male pubic hair|pubic hair,apartment,gay parent,job interview,male pubic hair,pubic hair,English,USA,2011,6.1
4028,Comedy|Drama,Comedy,Drama,,,,,,,Choke,choking|friend|hospital|restaurant|scam,choking,friend,hospital,restaurant,scam,English,USA,2008,6.5
4029,Drama|Music,Drama,Music,,,,,,,Whiplash,conservatory|drummer|emotional abuse|music school|obsession,conservatory,drummer,emotional abuse,music school,obsession,English,USA,2014,8.5
4030,Crime|Drama,Crime,Drama,,,,,,,City of God,coming of age|male frontal nudity|male nudity|photographer|slum,coming of age,male frontal nudity,male nudity,photographer,slum,Portuguese,Brazil,2002,8.7
4031,Comedy|Music,Comedy,Music,,,,,,,Human Traffic,friday|friend|hip hop|techno rave|weekend,friday,friend,hip hop,techno rave,weekend,English,UK,1999,7.1
4032,Biography|Drama|Music,Biography,Drama,Music,,,,,,Day One,character name in title|depression|drugs|one word title,character name in title,depression,drugs,one word title,,English,USA,2012,6.6
4033,Crime|Drama|Mystery,Crime,Drama,Mystery,,,,,,The Dead Girl,dead girl|girl|granddaughter|morgue|storage unit,dead girl,girl,granddaughter,morgue,storage unit,English,USA,2006,6.7
4034,Drama,Drama,,,,,,,,The Hunt,deer|gun|gunshot|hunt|kindergarten teacher,deer,gun,gunshot,hunt,kindergarten teacher,Danish,Denmark,2012,8.3
4035,Comedy|Family,Comedy,Family,,,,,,,A Christmas Story,bb gun|boy|bully|christmas|tongue stuck on a pole,bb gun,boy,bully,christmas,tongue stuck on a pole,English,USA,1983,8.1
4036,Drama|Romance,Drama,Romance,,,,,,,Bella,inter cultural|latino|restaurant|soccer|train,inter cultural,latino,restaurant,soccer,train,English,USA,2006,7.4
4037,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,Class of 1984,back to school|city|high school|sadism|teacher,back to school,city,high school,sadism,teacher,English,Canada,1982,6.6
4038,Comedy,Comedy,,,,,,,,The Opposite Sex,bare breasts,bare breasts,,,,,English,USA,2014,4.5
4039,Drama|Romance,Drama,Romance,,,,,,,Dreaming of Joseph Lees,love crime|love triangle|lust|sister sister relationship|unrequited love,love crime,love triangle,lust,sister sister relationship,unrequited love,English,USA,1999,6.4
4040,Drama,Drama,,,,,,,,The Class,high school|inner city|school|student|teacher,high school,inner city,school,student,teacher,French,France,2008,7.5
4041,Drama|Horror,Drama,Horror,,,,,,,Rosemary's Baby,devil worship|incubus|paranoia|raped by a demon|satanism,devil worship,incubus,paranoia,raped by a demon,satanism,English,USA,1968,8
4042,Drama|Western,Drama,Western,,,,,,,The Man Who Shot Liberty Valance,friend|funeral|outlaw|pistol|stagecoach,friend,funeral,outlaw,pistol,stagecoach,English,USA,1962,8.1
4043,Drama|Romance,Drama,Romance,,,,,,,Adam,apartment|asperger's syndrome|children|teacher|writer,apartment,asperger's syndrome,children,teacher,writer,English,USA,2009,7.2
4044,Crime|Drama,Crime,Drama,,,,,,,Maria Full of Grace,colombia|colombian|drug mule|money|stomach,colombia,colombian,drug mule,money,stomach,Spanish,Colombia,2004,7.5
4045,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Beginners,actress|cancer|death|french|gay relationship,actress,cancer,death,french,gay relationship,English,USA,2010,7.2
4046,Action|Comedy|Horror|Thriller,Action,Comedy,Horror,Thriller,,,,,Feast,bar|bloody body of child|dead boy|monster|vomiting,bar,bloody body of child,dead boy,monster,vomiting,English,USA,2005,6.4
4047,Comedy,Comedy,,,,,,,,Animal House,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,academic probation,camera shot of feet,fraternity,school expulsion,smashing a guitar,English,USA,1978,7.6
4048,Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,Goldfinger,bikini|covered in melted gold|fort knox|gold|pilot,bikini,covered in melted gold,fort knox,gold,pilot,English,UK,1964,7.8
4049,Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,Antiviral,celebrity|injection|near future|scalpel|stabbed in the mouth,celebrity,injection,near future,scalpel,stabbed in the mouth,English,Canada,2012,5.7
4050,Drama|Family|Fantasy|Romance,Drama,Family,Fantasy,Romance,,,,,It's a Wonderful Life,angel|bank|guardian angel|second chance|small town life,angel,bank,guardian angel,second chance,small town life,English,USA,1946,8.6
4051,Drama,Drama,,,,,,,,Trainspotting,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,drug culture,drugs,filthy toilet,heroin addict,heroin withdrawal,English,UK,1996,8.2
4052,Comedy|Documentary,Comedy,Documentary,,,,,,,The Original Kings of Comedy,backstage|comedian|concert film|emcee|stand up comedian,backstage,comedian,concert film,emcee,stand up comedian,English,USA,2000,6.6
4053,Horror,Horror,,,,,,,,Paranormal Activity 2,california|carlsbad california|house|nanny|security camera,california,carlsbad california,house,nanny,security camera,English,USA,2010,5.7
4054,Comedy,Comedy,,,,,,,,Waking Ned Devine,dead body|death|lottery|small town|village,dead body,death,lottery,small town,village,English,UK,1998,7.4
4055,Crime|Documentary|Drama,Crime,Documentary,Drama,,,,,,Bowling for Columbine,bank|columbine|columbine high school killings|firearm|school shooting,bank,columbine,columbine high school killings,firearm,school shooting,English,Germany,2002,8
4056,Drama,Drama,,,,,,,,Coming Home,amnesia|cultural revolution|husband wife relationship|memory|political prisoner,amnesia,cultural revolution,husband wife relationship,memory,political prisoner,Mandarin,China,2014,7.3
4057,Fantasy|Horror,Fantasy,Horror,,,,,,,A Nightmare on Elm Street 2: Freddy's Revenge,freddy krueger|gay|gay subtext|homoeroticism|jock strap,freddy krueger,gay,gay subtext,homoeroticism,jock strap,English,USA,1985,5.4
4058,Drama|Romance,Drama,Romance,,,,,,,A Room with a View,male nudity|male pubic hair|nude bathing|piano|pubic hair,male nudity,male pubic hair,nude bathing,piano,pubic hair,English,UK,1985,7.4
4059,Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,The Purge,class differences|killing spree|one night|suburb|violence,class differences,killing spree,one night,suburb,violence,English,USA,2013,5.7
4060,Horror|Mystery,Horror,Mystery,,,,,,,Sinister,book|found footage|research|snuff film|writer,book,found footage,research,snuff film,writer,English,USA,2012,6.8
4061,Biography|Comedy|Documentary,Biography,Comedy,Documentary,,,,,,Martin Lawrence Live: Runteldat,actor name in title|colon in title|four word title|live performance|satire,actor name in title,colon in title,four word title,live performance,satire,English,USA,2002,5.4
4062,Drama|Romance,Drama,Romance,,,,,,,Cat on a Hot Tin Roof,cancer|football|homosexuality|marriage|mississippi,cancer,football,homosexuality,marriage,mississippi,English,USA,1958,8.1
4063,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,Beneath the Planet of the Apes,ape|astronaut|mission|planet|rescue,ape,astronaut,mission,planet,rescue,English,USA,1970,6.1
4064,Comedy|Drama|Family|Sport,Comedy,Drama,Family,Sport,,,,,Air Bud,basketball|boy|dog|dog movie|golden retriever,basketball,boy,dog,dog movie,golden retriever,English,USA,1997,5.1
4065,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Action,Adventure,Animation,Family,Fantasy,Sci-Fi,,,Pok?mon 3: The Movie,ash|father|mother|pokemon|professor,ash,father,mother,pokemon,professor,Japanese,Japan,2000,5.6
4066,Horror|Thriller,Horror,Thriller,,,,,,,Jason Lives: Friday the 13th Part VI,actual animal killed|death|jason voorhees|slasher flick|teen horror,actual animal killed,death,jason voorhees,slasher flick,teen horror,English,USA,1986,5.9
4067,Adventure|Drama|War,Adventure,Drama,War,,,,,,The Bridge on the River Kwai,allies|bridge|construction|jungle|sabotage,allies,bridge,construction,jungle,sabotage,English,UK,1957,8.2
4068,Adventure|Comedy|Sci-Fi,Adventure,Comedy,Sci-Fi,,,,,,Spaced Invaders,alien|halloween|killer robot|outer space|wrestler costume,alien,halloween,killer robot,outer space,wrestler costume,English,USA,1990,5.3
4069,Comedy|Thriller,Comedy,Thriller,,,,,,,Family Plot,actor|diamond|heir|kidnapping|ransom,actor,diamond,heir,kidnapping,ransom,English,USA,1976,6.8
4070,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,The Apartment,apartment|elevator|elevator girl|love|mistress,apartment,elevator,elevator girl,love,mistress,English,USA,1960,8.3
4071,Fantasy|Horror|Thriller,Fantasy,Horror,Thriller,,,,,,Jason Goes to Hell: The Final Friday,brutality|evil|jason voorhees|paranormal phenomena|terror,brutality,evil,jason voorhees,paranormal phenomena,terror,English,USA,1993,4.3
4072,Thriller,Thriller,,,,,,,,Torn Curtain,defection|east germany|germany|iron curtain|scientist,defection,east germany,germany,iron curtain,scientist,English,USA,1966,6.7
4073,Comedy|Documentary|Music,Comedy,Documentary,Music,,,,,,Dave Chappelle's Block Party,block party|marching band|neighborhood|new york city|tyrannosaurus rex,block party,marching band,neighborhood,new york city,tyrannosaurus rex,English,USA,2005,7.2
4074,Western,Western,,,,,,,,Slow West,american west|bounty hunter|frontier|horse riding|outlaw,american west,bounty hunter,frontier,horse riding,outlaw,English,UK,2015,6.9
4075,Comedy|Drama|Music,Comedy,Drama,Music,,,,,,Krush Groove,actress shares first name with character|bar|car wash|city|d.j.,actress shares first name with character,bar,car wash,city,d.j.,English,USA,1985,6.6
4076,Action|Comedy|Crime,Action,Comedy,Crime,,,,,,Next Day Air,cocaine|package|slow motion scene|topless female nudity|wrong address,cocaine,package,slow motion scene,topless female nudity,wrong address,English,USA,2009,5.9
4077,Drama,Drama,,,,,,,,Elmer Gantry,1920s|evangelist|preacher|revival|traveling salesman,1920s,evangelist,preacher,revival,traveling salesman,English,USA,1960,7.9
4078,Drama|War,Drama,War,,,,,,,Judgment at Nuremberg,judge|law|nazi|nuremberg|war crime,judge,law,nazi,nuremberg,war crime,English,USA,1961,8.3
4079,Comedy,Comedy,,,,,,,,Trippin',apostrophe in title|bare breasts|female nudity|nude black woman|prom,apostrophe in title,bare breasts,female nudity,nude black woman,prom,English,USA,1999,5.2
4080,Animation|Comedy,Animation,Comedy,,,,,,,Robot Chicken            ,celebrity|robot|satire|sketch comedy|stop motion animation,celebrity,robot,satire,sketch comedy,stop motion animation,English,USA,NA,7.8
4081,Action|Adventure|Romance|Western,Action,Adventure,Romance,Western,,,,,Red River,cattle|cattle drive|cowboy|kansas|texas,cattle,cattle drive,cowboy,kansas,texas,English,USA,1948,7.8
4082,Comedy,Comedy,,,,,,,,Phat Girlz,female protagonist|size positive|thin|title directed by female|wet dream,female protagonist,size positive,thin,title directed by female,wet dream,English,USA,2006,3
4083,Drama|Romance,Drama,Romance,,,,,,,Before Midnight,friend|greece|greek|hotel room|twin,friend,greece,greek,hotel room,twin,English,USA,2013,7.9
4084,Comedy|Fantasy,Comedy,Fantasy,,,,,,,Teen Wolf Too,falling in love|glowing eyes|insult|teenager|three word title,falling in love,glowing eyes,insult,teenager,three word title,English,USA,1987,3.2
4085,Action|Fantasy|Horror|Sci-Fi|Thriller,Action,Fantasy,Horror,Sci-Fi,Thriller,,,,Phantasm II,cemetery|female nudity|mortuary|sphere|tall man,cemetery,female nudity,mortuary,sphere,tall man,English,USA,1988,6.5
4086,Drama,Drama,,,,,,,,Woman Thou Art Loosed,abuse|bishop|death|flashback|poverty,abuse,bishop,death,flashback,poverty,English,USA,2004,6.9
4087,Comedy|Drama,Comedy,Drama,,,,,,,Real Women Have Curves,education|factory|high school|mexican american|religious icon,education,factory,high school,mexican american,religious icon,English,USA,2002,7
4088,Drama|War,Drama,War,,,,,,,Deadline Gallipoli            ,gallipoli|tv mini series|world war one,gallipoli,tv mini series,world war one,,,English,Australia,NA,7.4
4089,Drama|Romance,Drama,Romance,,,,,,,Water,ashram|india|love|tradition|widow,ashram,india,love,tradition,widow,Hindi,Canada,2005,7.8
4090,Comedy|Drama,Comedy,Drama,,,,,,,East Is East,england|marriage|muslim|pakistani|salford,england,marriage,muslim,pakistani,salford,English,UK,1999,6.9
4091,Comedy|Romance,Comedy,Romance,,,,,,,Whipped,dating|diner|masturbation|urination|washington square manhattan new york city,dating,diner,masturbation,urination,washington square manhattan new york city,English,USA,2000,4.4
4092,Crime|Drama|History|Romance,Crime,Drama,History,Romance,,,,,Kama Sutra: A Tale of Love,courtesan|friend|kama sutra|seduction|wedding,courtesan,friend,kama sutra,seduction,wedding,English,USA,1996,6
4093,Comedy|Drama,Comedy,Drama,,,,,,,Please Give,apartment|first date|neighbor|new york|new york city,apartment,first date,neighbor,new york,new york city,English,USA,2010,6.6
4094,Family|Fantasy|Musical,Family,Fantasy,Musical,,,,,,Willy Wonka & the Chocolate Factory,candy|chocolate|factory|miniaturization|sudden change in size,candy,chocolate,factory,miniaturization,sudden change in size,English,USA,1971,7.8
4095,Fantasy|Horror,Fantasy,Horror,,,,,,,Warlock: The Armageddon,druid|eclipse|rune|scalping|warlock,druid,eclipse,rune,scalping,warlock,English,USA,1993,5.3
4096,Comedy|Crime,Comedy,Crime,,,,,,,8 Heads in a Duffel Bag,camera shot of feet|female stockinged feet|female stockinged soles|nude pantyhose|pantyhose,camera shot of feet,female stockinged feet,female stockinged soles,nude pantyhose,pantyhose,English,USA,1997,5.3
4097,Drama|Romance,Drama,Romance,,,,,,,Days of Heaven,farm|farm worker|grasshopper|harvest|wealth,farm,farm worker,grasshopper,harvest,wealth,English,USA,1978,8
4098,Drama,Drama,,,,,,,,Thirteen Conversations About One Thing,attorney|happiness|house cleaner|physics|professor,attorney,happiness,house cleaner,physics,professor,English,USA,2001,7.1
4099,Comedy|Crime|Thriller,Comedy,Crime,Thriller,,,,,,Jawbreaker,best friend|bitch|friend|popular girl|prom,best friend,bitch,friend,popular girl,prom,English,USA,1999,5.4
4100,Biography|Drama,Biography,Drama,,,,,,,Basquiat,andy warhol|art|artist|friendship|street artist,andy warhol,art,artist,friendship,street artist,English,USA,1996,6.9
